AlumniID,FirstName,LastName,Email,Gender,Country,City,Department,GraduationYear,EmploymentStatus,Occupation,DonationAmount,EventParticipationCount,Mentorship,Feedback,LastEngagementDate
ALU0409,Jennifer,Travis,paul.chandler@yahoo.com,Female,Australia,Butlerside,Computer Science,2021,Self-Employed,Software Engineer,0,10,Yes,1,8/18/2025
ALU0410,Dominique,Brown,kimberly.hogan@yahoo.com,Female,United Kingdom,Millsview,Engineering,2024,Self-Employed,Mechanical Engineer,0,7,Yes,2,3/13/2025
ALU0411,Kathleen,Walker,kurt.wright@yahoo.com,Male,Ghana,Port Jessicafort,Business,2022,Self-Employed,Business Analyst,2336,6,Yes,1,6/21/2024
ALU0412,Margaret,Sanchez,devon.ochoa@outlook.com,Male,Australia,West Adrienne,Computer Science,2024,Unemployed,Software Engineer,0,10,Yes,4,8/8/2024
ALU0413,Mary,Conway,glenn.hanna@gmail.com,Female,United States,North Markhaven,Business,2020,Self-Employed,Business Analyst,0,5,No,4,2/23/2024
ALU0414,Wesley,House,heidi.chang@yahoo.com,Male,United States,Jacksonborough,Nursing,2021,Self-Employed,Clinical Assistant,0,0,No,1,1/15/2025
ALU0415,James,Johnson,valerie.harris@yahoo.com,Male,Canada,Lucasland,Arts,2021,Unemployed,Art Coordinator,0,0,No,5,2/14/2024
ALU0416,Anthony,Walker,jeremy.franklin@outlook.com,Male,Ghana,Patriciastad,Education,2024,Student,Teacher,0,2,Yes,4,1/22/2024
ALU0417,Mary,Watson,bradley.schmidt@outlook.com,Male,United States,Port Douglasview,Nursing,2021,Self-Employed,Clinical Assistant,0,3,Yes,5,9/7/2025
ALU0418,Michael,Goodman,brett.brown@company.com,Male,Canada,New Jamesfurt,Business,2025,Self-Employed,HR Coordinator,3364.32,9,No,5,11/14/2024
ALU0419,Mark,Roberts,kim.schmidt@gmail.com,Male,Ghana,Lake Christopherview,Business,2021,Self-Employed,HR Coordinator,470.45,7,Yes,3,11/29/2024
ALU0420,Robert,Brown,jeremy.baker@gmail.com,Female,Ghana,Jeffreymouth,Business,2025,Employed,Business Analyst,134.84,8,No,4,8/1/2024
ALU0421,Raven,Harrison,david.tran@gmail.com,Female,Ghana,Connorhaven,Business,2022,Self-Employed,HR Coordinator,0,5,No,4,11/3/2024
ALU0422,Lisa,Barajas,philip.meyer@outlook.com,Female,Australia,Port Travis,Nursing,2024,Employed,Registered Nurse,0,3,No,3,11/4/2023
ALU0423,Shannon,Fisher,patrick.vargas@company.com,Female,Canada,West Bradley,Computer Science,2023,Student,Software Engineer,0,9,Yes,1,4/21/2025
ALU0424,Gary,Anderson,linda.watts@yahoo.com,Female,United States,North Kennethshire,Arts,2024,Self-Employed,Art Coordinator,2037.54,6,No,3,12/30/2023
ALU0425,Barbara,Baird,john.short@yahoo.com,Male,Canada,Silvabury,Arts,2023,Employed,Art Coordinator,0,10,Yes,4,11/25/2024
ALU0426,Lisa,Miller,megan.bryan@yahoo.com,Female,Canada,Port Christopher,Education,2021,Self-Employed,Teacher,0,0,Yes,5,4/6/2024
ALU0427,Caleb,Morgan,zachary.reyes@outlook.com,Male,United Kingdom,New Robert,Business,2020,Unemployed,Business Analyst,0,2,Yes,1,5/17/2024
ALU0428,Alan,Watson,ashley.marshall@outlook.com,Male,Australia,New Jimmy,Education,2020,Employed,Academic Advisor,0,2,Yes,2,4/22/2025
ALU0429,Angela,Austin,mariah.foley@outlook.com,Female,Canada,North Holly,Business,2020,Employed,HR Coordinator,0,4,Yes,4,9/7/2025
ALU0430,Veronica,Ramos,tyler.leonard@gmail.com,Female,Ghana,Mccormickview,Business,2020,Self-Employed,HR Coordinator,0,10,Yes,4,12/31/2023
ALU0431,Dorothy,Anderson,edward.robertson@yahoo.com,Female,United States,North Amy,Computer Science,2020,Self-Employed,IT Support Specialist,0,1,No,3,12/17/2023
ALU0432,George,Sanchez,patricia.cruz@yahoo.com,Female,Canada,Santiagoland,Computer Science,2025,Employed,Software Engineer,0,1,No,4,6/5/2024
ALU0433,Anita,Russell,joy.johnson@company.com,Male,United States,Mendezville,Education,2024,Employed,Academic Advisor,111.44,0,No,4,11/11/2024
ALU0434,Larry,Wood,jodi.johns@company.com,Male,Canada,Meyerhaven,Business,2021,Student,Marketing Specialist,0,6,No,3,8/4/2025
ALU0435,Brian,Hunter,kristy.martin@outlook.com,Female,United States,East Cynthiachester,Business,2021,Employed,Marketing Specialist,3755.89,0,Yes,1,8/17/2025
ALU0436,Stephanie,Johnson,christopher.joyce@yahoo.com,Male,United States,Lake Geraldport,Business,2020,Employed,Business Analyst,0,7,No,3,7/25/2024
ALU0437,Charles,King,nicole.stein@company.com,Female,Australia,Buckberg,Computer Science,2021,Self-Employed,Data Analyst,0,0,Yes,5,6/10/2024
ALU0438,Brenda,Ward,stephanie.kent@outlook.com,Female,United Kingdom,West Jasonbury,Business,2023,Self-Employed,Business Analyst,0,9,No,3,4/19/2024
ALU0439,Christopher,Rodriguez,erin.stone@yahoo.com,Female,Ghana,Myersmouth,Engineering,2025,Unemployed,Automation Engineer,0,1,Yes,1,1/7/2025
ALU0440,Kaitlyn,Jimenez,victor.avila@yahoo.com,Male,Canada,Jeffreyburgh,Education,2021,Student,Teacher,0,4,Yes,1,12/14/2024
ALU0441,Madeline,Sherman,rhonda.gregory@yahoo.com,Female,Ghana,Noahton,Computer Science,2023,Unemployed,Software Engineer,2899.04,2,No,2,4/6/2024
ALU0442,Christine,Pratt,matthew.hall@company.com,Female,Ghana,Kathrynland,Computer Science,2020,Student,IT Support Specialist,0,6,Yes,3,1/12/2025
ALU0443,Taylor,Hall,laurie.morgan@company.com,Female,Canada,Carlsonland,Computer Science,2024,Student,Data Analyst,1510.55,10,No,1,11/10/2023
ALU0444,William,Smith,david.barker@company.com,Male,Ghana,West Mckenzietown,Business,2023,Self-Employed,HR Coordinator,0,10,Yes,3,3/28/2025
ALU0445,Earl,Wise,cristian.nixon@yahoo.com,Female,United States,Lake Traceyborough,Computer Science,2023,Student,IT Support Specialist,0,9,No,5,6/18/2025
ALU0446,Melvin,Patel,patrick.sims@gmail.com,Male,Ghana,Lake Jennifer,Computer Science,2024,Student,Software Engineer,0,0,No,3,4/1/2025
ALU0447,Christina,Salazar,elizabeth.harrell@outlook.com,Male,Ghana,Hendrickschester,Nursing,2020,Self-Employed,Nurse Practitioner,0,5,Yes,4,10/18/2025
ALU0448,Jeffrey,Blair,timothy.alvarez@company.com,Female,Australia,Mariamouth,Nursing,2022,Unemployed,Clinical Assistant,171.09,4,No,5,2/7/2025
ALU0449,Alan,Monroe,deborah.gibson@outlook.com,Female,United Kingdom,Lake Benjamin,Arts,2025,Employed,Art Coordinator,2547.04,10,No,3,12/22/2024
ALU0450,Michael,Adams,laura.sullivan@outlook.com,Female,United Kingdom,Shannonland,Engineering,2024,Employed,Mechanical Engineer,0,1,No,1,3/26/2024
ALU0451,Kristin,Mcbride,curtis.fisher@yahoo.com,Female,Canada,West Jessicaville,Nursing,2024,Employed,Registered Nurse,0,9,Yes,5,12/9/2024
ALU0452,Christian,Jones,johnathan.matthews@gmail.com,Male,United Kingdom,Port Cheryl,Business,2025,Student,Business Analyst,0,4,Yes,5,12/10/2024
ALU0453,Barbara,Kim,fernando.clark@gmail.com,Female,Ghana,Christopherstad,Computer Science,2020,Student,Software Engineer,0,6,No,3,2/10/2024
ALU0454,Jeffrey,Vazquez,john.jones@yahoo.com,Male,Australia,North Rodneystad,Nursing,2021,Student,Registered Nurse,0,4,Yes,2,10/22/2024
ALU0455,Robert,Montgomery,diane.atkinson@outlook.com,Male,Australia,Martinezhaven,Computer Science,2023,Employed,Data Analyst,1385.86,3,No,1,11/14/2024
ALU0456,Richard,Gonzalez,brian.bowers@company.com,Female,Australia,Beckyburgh,Computer Science,2021,Employed,IT Support Specialist,0,6,Yes,4,11/1/2024
ALU0457,Alan,Mills,sherry.baker@company.com,Male,United Kingdom,South Lindsey,Education,2023,Unemployed,Teacher,2287.36,3,No,1,11/26/2023
ALU0458,Kimberly,Hill,jean.mccullough@outlook.com,Female,United States,Port Aaronshire,Business,2023,Student,Marketing Specialist,3724.8,3,Yes,1,1/8/2025
ALU0459,Jill,Knight,sharon.gonzalez@gmail.com,Male,Ghana,South Raymondland,Education,2024,Self-Employed,Academic Advisor,0,2,No,4,5/17/2024
ALU0460,Marcus,Price,jennifer.hunt@outlook.com,Male,Canada,Darrenshire,Engineering,2025,Student,Automation Engineer,4842.88,10,No,3,9/4/2024
ALU0461,Cindy,Compton,jacob.rose@gmail.com,Female,Canada,Mezachester,Arts,2025,Student,Art Coordinator,1451.04,9,No,2,11/27/2023
ALU0462,Barbara,Murphy,matthew.chavez@gmail.com,Female,Ghana,Johnsonton,Computer Science,2023,Employed,IT Support Specialist,4966.55,7,No,5,12/17/2023
ALU0463,Jeffrey,Castillo,douglas.may@company.com,Female,United Kingdom,New Brittanyberg,Education,2022,Self-Employed,Teacher,0,0,Yes,4,9/9/2025
ALU0464,Allen,Wood,amanda.fuller@outlook.com,Female,Australia,South Jeffreyshire,Arts,2021,Unemployed,Graphic Designer,4370.59,8,No,4,5/8/2024
ALU0465,Sean,Pierce,sherry.norman@yahoo.com,Female,Ghana,Craneshire,Education,2022,Student,Teacher,0,2,No,2,2/23/2024
ALU0466,David,Bowman,terry.taylor@yahoo.com,Female,United Kingdom,Millerland,Business,2025,Self-Employed,HR Coordinator,0,5,Yes,3,12/22/2024
ALU0467,Cynthia,Michael,christopher.frank@company.com,Female,United States,West Meganmouth,Engineering,2023,Student,Automation Engineer,0,10,Yes,5,12/26/2024
ALU0468,Matthew,Simmons,leah.simmons@gmail.com,Male,United Kingdom,Port Marcustown,Business,2024,Unemployed,Business Analyst,3591.28,1,No,4,4/27/2024
ALU0469,Todd,Barnes,tiffany.brown@gmail.com,Female,Ghana,New Stephanieshire,Engineering,2023,Employed,Mechanical Engineer,4725.91,8,No,5,4/22/2024
ALU0470,Ashley,Vincent,jared.clark@yahoo.com,Female,Australia,Williamston,Business,2025,Employed,Business Analyst,0,9,No,5,12/2/2024
ALU0471,Adam,Hunt,emily.daniel@company.com,Male,Canada,Riveraview,Computer Science,2021,Employed,Software Engineer,0,6,Yes,3,9/22/2025
ALU0472,Patricia,Jones,charles.james@company.com,Female,United Kingdom,Clarkmouth,Education,2023,Student,Academic Advisor,0,4,Yes,1,8/6/2025
ALU0473,Kathleen,Whitaker,chelsea.allen@yahoo.com,Female,United Kingdom,Henryside,Nursing,2021,Unemployed,Nurse Practitioner,0,0,Yes,4,11/25/2024
ALU0474,Carrie,Taylor,kathryn.murray@company.com,Male,United Kingdom,Port Anthonyhaven,Business,2024,Self-Employed,HR Coordinator,0,5,Yes,5,8/29/2024
ALU0475,Julia,Andrews,kelly.peters@gmail.com,Female,Canada,Port Peter,Education,2022,Unemployed,Teacher,0,2,No,4,8/1/2025
ALU0476,Mary,Barajas,evelyn.james@gmail.com,Male,United Kingdom,Port Eddie,Business,2023,Student,Business Analyst,2355.33,0,Yes,3,1/14/2025
ALU0477,Wanda,Fuller,sheryl.collier@gmail.com,Male,Canada,Ramostown,Nursing,2021,Employed,Nurse Practitioner,0,0,No,4,9/29/2025
ALU0478,Michael,Archer,kenneth.house@yahoo.com,Male,Ghana,West Michelle,Computer Science,2025,Unemployed,Software Engineer,1183.82,1,No,2,9/22/2024
ALU0479,Monica,Lawrence,patricia.nelson@gmail.com,Female,Canada,Skinnerland,Arts,2025,Student,Art Coordinator,0,2,No,2,1/29/2025
ALU0480,Gregory,Hardin,brandon.miller@company.com,Female,Canada,Brownville,Education,2025,Self-Employed,Teacher,0,3,No,1,1/28/2024
ALU0481,Kyle,Washington,ashley.sanford@outlook.com,Male,United States,Angelaside,Business,2024,Unemployed,HR Coordinator,0,3,Yes,1,3/24/2025
ALU0482,Keith,Perkins,jenna.erickson@outlook.com,Male,United Kingdom,Maxwellview,Education,2021,Unemployed,Teacher,0,7,Yes,1,2/22/2025
ALU0483,Jason,Newman,sara.reid@gmail.com,Male,United Kingdom,Neilberg,Business,2020,Self-Employed,Business Analyst,0,9,No,2,1/16/2025
ALU0484,Victoria,Wilson,carolyn.davis@outlook.com,Female,United Kingdom,Bishophaven,Engineering,2021,Employed,Mechanical Engineer,0,1,Yes,2,12/19/2023
ALU0485,John,Smith,sydney.mccoy@gmail.com,Male,Canada,South Christopher,Engineering,2022,Student,Automation Engineer,0,6,No,1,8/30/2024
ALU0486,Dawn,Hill,rachel.williams@yahoo.com,Male,Ghana,Austinville,Nursing,2023,Unemployed,Clinical Assistant,0,2,Yes,2,11/9/2024
ALU0487,Jill,Hernandez,lisa.carter@yahoo.com,Female,Ghana,East Elizabeth,Computer Science,2023,Student,IT Support Specialist,0,2,Yes,4,1/1/2024
ALU0488,Cynthia,Castro,derrick.rios@company.com,Male,United Kingdom,Debraside,Engineering,2021,Student,Mechanical Engineer,0,7,Yes,1,7/8/2024
ALU0489,Kelsey,Cook,tonya.joyce@yahoo.com,Female,Ghana,West Emilyborough,Engineering,2022,Student,Civil Engineer,4838.93,4,No,5,6/9/2025
ALU0490,Jessica,Cook,jessica.riley@yahoo.com,Male,Australia,Port Carly,Computer Science,2024,Employed,Software Engineer,972.53,7,No,3,8/28/2025
ALU0491,Carrie,Berger,nathaniel.esparza@outlook.com,Male,Canada,Lisatown,Engineering,2025,Self-Employed,Mechanical Engineer,571.44,2,No,3,2/6/2024
ALU0492,Lindsay,Shaw,michael.daniels@company.com,Female,United Kingdom,South Rebeccastad,Engineering,2022,Employed,Civil Engineer,0,2,Yes,4,7/12/2024
ALU0493,Stephen,Brown,david.cooper@yahoo.com,Male,Ghana,North Blake,Arts,2022,Employed,Graphic Designer,0,5,Yes,3,2/11/2024
ALU0494,Joseph,Hopkins,heather.boyer@gmail.com,Female,Ghana,Deanmouth,Nursing,2022,Employed,Clinical Assistant,0,3,No,4,1/16/2025
ALU0495,Jose,Weaver,kristin.jenkins@yahoo.com,Male,United Kingdom,Aaronmouth,Arts,2023,Self-Employed,Art Coordinator,0,5,No,3,10/13/2024
ALU0496,Charles,Collier,keith.fields@yahoo.com,Female,United Kingdom,North Cherylberg,Computer Science,2024,Employed,Data Analyst,2023.2,7,Yes,5,10/17/2025
ALU0497,Gregory,Mckinney,paula.mcdaniel@company.com,Male,Ghana,East Jose,Nursing,2023,Self-Employed,Registered Nurse,0,6,No,1,2/25/2025
ALU0498,Jeffery,Stout,william.richardson@company.com,Female,Ghana,Port Rhonda,Arts,2023,Student,Art Coordinator,1873.21,10,Yes,4,1/28/2024
ALU0499,Lisa,Henson,david.jefferson@company.com,Female,Ghana,Lake Lisa,Engineering,2022,Employed,Automation Engineer,0,9,Yes,4,1/20/2025
ALU0500,Elizabeth,Andrade,jacob.mills@company.com,Male,United States,New Haileychester,Engineering,2023,Student,Mechanical Engineer,4725.61,6,Yes,3,8/21/2025
ALU0501,Jessica,Nelson,christopher.martin@yahoo.com,Male,Canada,Port Katherine,Business,2024,Unemployed,Business Analyst,0,8,Yes,4,1/4/2024
ALU0502,Helen,Evans,donald.evans@outlook.com,Female,United States,Hallmouth,Computer Science,2022,Student,IT Support Specialist,0,1,Yes,1,5/12/2025
ALU0503,Patrick,Taylor,cody.oneal@yahoo.com,Female,Australia,Evanside,Nursing,2021,Self-Employed,Clinical Assistant,0,2,Yes,3,10/24/2024
ALU0504,Travis,Brown,phillip.anderson@outlook.com,Female,Ghana,New Krystal,Nursing,2020,Student,Nurse Practitioner,0,4,No,1,1/11/2025
ALU0505,George,Park,david.robinson@outlook.com,Male,Australia,South Jennifer,Arts,2024,Unemployed,Graphic Designer,0,6,Yes,5,12/15/2024
ALU0506,Tara,Sanchez,tanya.houston@gmail.com,Male,Ghana,Greenshire,Arts,2023,Self-Employed,Multimedia Specialist,0,6,Yes,3,6/21/2025
ALU0507,Diane,Anderson,derek.camacho@yahoo.com,Male,United Kingdom,New Robertmouth,Computer Science,2022,Self-Employed,Data Analyst,4038.35,5,Yes,4,1/20/2025
ALU0508,Curtis,Roberts,taylor.williams@company.com,Female,United Kingdom,West Chadhaven,Education,2023,Self-Employed,Curriculum Developer,0,2,Yes,2,2/14/2024
ALU0509,Sherri,Miller,amy.gonzales@company.com,Male,Australia,East Christopherfurt,Business,2024,Self-Employed,Business Analyst,0,8,No,1,12/6/2023
ALU0510,Katie,Blanchard,ashley.pope@gmail.com,Male,Australia,Kirkside,Nursing,2021,Student,Clinical Assistant,200.05,6,Yes,2,10/15/2024
ALU0511,Amanda,Cox,renee.smith@gmail.com,Female,United States,Stacyfurt,Education,2022,Self-Employed,Curriculum Developer,4506.32,7,No,4,11/19/2024
ALU0512,Joy,Gonzalez,stephanie.smith@company.com,Female,United Kingdom,Andersonfort,Business,2024,Employed,Business Analyst,0,5,No,5,2/11/2024
ALU0513,Christine,Hobbs,matthew.schmitt@company.com,Male,United States,Jenniferville,Education,2024,Unemployed,Academic Advisor,0,0,No,1,2/24/2025
ALU0514,Donna,Hunter,roger.lewis@company.com,Male,United Kingdom,Sanchezstad,Education,2023,Self-Employed,Teacher,2028.99,0,Yes,4,10/31/2024
ALU0515,Stephanie,Garrison,jeffrey.ferguson@outlook.com,Male,Ghana,Beasleyborough,Education,2024,Unemployed,Teacher,0,3,Yes,2,2/16/2025
ALU0516,Jacob,Bradshaw,mary.wells@outlook.com,Female,United States,Pattersonland,Education,2025,Self-Employed,Academic Advisor,2207.23,7,No,1,7/29/2024
ALU0517,Dennis,Hunt,wayne.brown@company.com,Female,United Kingdom,New Sheilamouth,Education,2021,Self-Employed,Academic Advisor,0,1,Yes,5,5/12/2025
ALU0518,Sheila,Chandler,linda.wilson@company.com,Male,Australia,Davidsonfurt,Arts,2022,Employed,Art Coordinator,0,7,Yes,1,5/25/2024
ALU0519,Jessica,Nguyen,dennis.summers@outlook.com,Male,Australia,Foleyside,Nursing,2022,Self-Employed,Clinical Assistant,0,1,No,5,3/2/2025
ALU0520,Kelsey,Morrison,john.gonzalez@gmail.com,Female,Australia,Eileenland,Arts,2025,Student,Graphic Designer,0,9,No,2,1/8/2024
ALU0521,Lisa,Hernandez,susan.martin@gmail.com,Female,United States,North Brandon,Nursing,2025,Self-Employed,Clinical Assistant,0,5,No,2,2/23/2025
ALU0522,Carolyn,Brown,mindy.frederick@yahoo.com,Female,United States,Lake Annaview,Arts,2023,Employed,Multimedia Specialist,33.44,4,No,5,3/9/2025
ALU0523,Elizabeth,Barrera,amy.wallace@yahoo.com,Male,Ghana,Paigeborough,Arts,2021,Employed,Graphic Designer,0,3,No,3,8/22/2025
ALU0524,Brenda,Wade,chelsea.garcia@outlook.com,Female,United States,Lake Kevin,Business,2020,Unemployed,HR Coordinator,0,2,Yes,1,7/12/2024
ALU0525,Debbie,Morgan,margaret.campbell@outlook.com,Male,Ghana,Patricktown,Nursing,2023,Employed,Nurse Practitioner,353.56,0,Yes,3,12/28/2024
ALU0526,Alexandra,Bennett,lynn.pierce@gmail.com,Male,United States,Foxland,Nursing,2020,Unemployed,Registered Nurse,1982.28,7,Yes,4,5/14/2024
ALU0527,Cole,Roberts,matthew.stanley@outlook.com,Female,United States,New Markchester,Education,2022,Self-Employed,Teacher,0,4,Yes,2,3/15/2025
ALU0528,Brooke,Lopez,john.boyle@company.com,Female,United States,West Matthew,Education,2022,Self-Employed,Teacher,0,6,Yes,1,4/26/2024
ALU0529,Donald,Farmer,todd.greene@outlook.com,Male,Australia,West Donaldfort,Education,2021,Employed,Academic Advisor,0,0,No,2,3/28/2025
ALU0530,Ryan,Fuller,diana.ford@gmail.com,Male,United Kingdom,Phillipsshire,Engineering,2025,Employed,Mechanical Engineer,0,1,Yes,3,4/12/2024
ALU0531,Erica,Harris,richard.cochran@gmail.com,Female,Ghana,North Victoria,Engineering,2023,Student,Civil Engineer,0,3,Yes,1,3/20/2024
ALU0532,Laura,Paul,carolyn.jones@gmail.com,Male,United States,Samanthamouth,Nursing,2021,Student,Clinical Assistant,0,0,No,2,8/27/2025
ALU0533,Julie,Woodard,michael.butler@yahoo.com,Female,Ghana,Jasonberg,Nursing,2024,Unemployed,Registered Nurse,4219.99,7,Yes,1,10/8/2025
ALU0534,Ashley,Daugherty,shannon.jackson@company.com,Female,United Kingdom,New Katie,Education,2024,Unemployed,Teacher,0,6,No,4,5/20/2025
ALU0535,Heidi,Benjamin,rachel.miller@company.com,Male,United Kingdom,North Sean,Arts,2023,Student,Graphic Designer,4216.21,2,No,3,5/25/2024
ALU0536,Jessica,Rodriguez,brian.hill@outlook.com,Male,Ghana,North Keithborough,Business,2023,Employed,Marketing Specialist,0,8,Yes,2,4/22/2025
ALU0537,Ethan,Hill,hannah.cameron@yahoo.com,Male,Canada,Port Wendychester,Business,2024,Student,HR Coordinator,0,10,No,2,4/12/2025
ALU0538,Danielle,Carter,christina.hutchinson@outlook.com,Female,United States,East Ronald,Education,2021,Student,Teacher,0,8,Yes,2,11/14/2023
ALU0539,Christopher,Jones,matthew.mejia@gmail.com,Male,Canada,Stephenfort,Computer Science,2024,Unemployed,IT Support Specialist,0,1,No,1,1/21/2024
ALU0540,Matthew,Wheeler,maria.mason@outlook.com,Male,Ghana,East Bradleytown,Engineering,2021,Self-Employed,Mechanical Engineer,0,7,No,1,7/24/2025
ALU0541,Kathryn,Frey,erica.rodriguez@yahoo.com,Female,United Kingdom,Kimport,Education,2022,Employed,Academic Advisor,0,0,No,5,12/29/2023
ALU0542,Courtney,Dennis,brett.evans@gmail.com,Female,United States,West Lauren,Education,2025,Self-Employed,Teacher,0,3,Yes,2,2/6/2024
ALU0543,Jason,Luna,christopher.hill@company.com,Male,United Kingdom,Pageshire,Education,2022,Employed,Curriculum Developer,0,10,No,3,11/20/2023
ALU0544,James,Turner,jason.snyder@gmail.com,Female,Canada,Lake John,Engineering,2022,Self-Employed,Automation Engineer,0,1,No,3,3/15/2024
ALU0545,Holly,Rios,patty.gibson@gmail.com,Male,Canada,Morrowland,Computer Science,2025,Self-Employed,IT Support Specialist,0,0,No,4,5/31/2025
ALU0546,Angela,Caldwell,linda.davis@outlook.com,Female,Australia,North Hannahberg,Computer Science,2021,Employed,IT Support Specialist,0,1,No,2,7/23/2024
ALU0547,Robert,Green,katherine.brooks@company.com,Female,United States,Jessicaborough,Arts,2023,Student,Multimedia Specialist,133.51,7,No,1,7/7/2024
ALU0548,Harold,Howard,nancy.carroll@yahoo.com,Male,United States,Langville,Arts,2025,Self-Employed,Graphic Designer,0,9,Yes,2,7/23/2025
ALU0549,Bonnie,Preston,stephen.estes@company.com,Male,Australia,Kaylaville,Business,2020,Employed,Marketing Specialist,0,8,No,4,3/2/2025
ALU0550,James,Cline,allison.ramirez@yahoo.com,Female,United Kingdom,Alisonville,Computer Science,2022,Self-Employed,IT Support Specialist,4765.7,8,Yes,2,6/7/2024
ALU0551,Brent,Ward,patricia.parker@outlook.com,Female,Australia,Lake Tyler,Business,2023,Student,Marketing Specialist,0,6,Yes,4,4/11/2025
ALU0552,Bryan,Santana,kenneth.sandoval@company.com,Female,Canada,Lake Marcus,Nursing,2023,Unemployed,Clinical Assistant,0,1,Yes,2,1/27/2024
ALU0553,Derrick,Curry,shawn.neal@yahoo.com,Male,Australia,New Corey,Computer Science,2021,Student,Software Engineer,4507.41,3,No,5,5/16/2025
ALU0554,Michael,Stephens,matthew.kennedy@gmail.com,Male,Australia,South Matthew,Arts,2022,Self-Employed,Multimedia Specialist,3855.17,4,Yes,1,12/27/2023
ALU0555,Tara,Solis,kristine.beck@outlook.com,Female,Ghana,Lake Johnnychester,Education,2025,Self-Employed,Curriculum Developer,3932.93,10,Yes,2,10/19/2025
ALU0556,Alex,Jones,joshua.galvan@gmail.com,Female,Australia,Melvinview,Education,2020,Student,Academic Advisor,4307.63,9,Yes,2,4/11/2024
ALU0557,Cesar,Armstrong,joseph.hart@yahoo.com,Female,United States,Jacksonberg,Education,2020,Unemployed,Curriculum Developer,0,8,Yes,1,5/24/2025
ALU0558,Ricardo,Lawrence,tonya.lane@company.com,Male,United States,East Rebecca,Business,2021,Self-Employed,Business Analyst,0,6,Yes,1,4/29/2024
ALU0559,Sarah,Yang,jose.barron@outlook.com,Female,Australia,New Steven,Education,2020,Self-Employed,Teacher,3423.37,6,Yes,5,4/16/2024
ALU0560,Alexandra,Stone,margaret.washington@company.com,Male,United Kingdom,Garciastad,Business,2022,Self-Employed,HR Coordinator,0,8,Yes,2,1/22/2024
ALU0561,David,Allen,nicholas.brooks@yahoo.com,Female,Canada,East Lorettaborough,Arts,2023,Student,Multimedia Specialist,3558.44,10,Yes,5,12/28/2023
ALU0562,Robin,Sanchez,nicole.lamb@outlook.com,Male,United Kingdom,Wheelerberg,Nursing,2021,Employed,Registered Nurse,2947.77,8,Yes,2,8/9/2025
ALU0563,Tina,Morris,roberto.french@outlook.com,Male,Australia,Charlesberg,Computer Science,2024,Employed,IT Support Specialist,0,1,No,3,4/7/2025
ALU0564,Lisa,Cobb,jennifer.weber@company.com,Male,United States,Amberfurt,Education,2021,Student,Curriculum Developer,216.46,8,Yes,3,5/30/2025
ALU0565,Evan,Townsend,jessica.wright@yahoo.com,Male,United States,Johnhaven,Computer Science,2024,Unemployed,IT Support Specialist,3732.35,8,Yes,3,4/12/2024
ALU0566,Karen,Jones,debra.day@company.com,Male,Canada,Lake Carol,Nursing,2022,Unemployed,Registered Nurse,0,10,No,5,10/30/2024
ALU0567,Rachel,Sanchez,vanessa.oliver@yahoo.com,Male,United Kingdom,New Nataliehaven,Business,2024,Employed,Business Analyst,0,5,No,5,9/23/2024
ALU0568,Ryan,Cummings,chad.rodriguez@yahoo.com,Male,Canada,Maymouth,Business,2021,Student,HR Coordinator,3606.49,1,No,1,6/12/2025
ALU0569,Anthony,Stephens,melissa.thomas@gmail.com,Female,United States,Port Elizabeth,Arts,2025,Employed,Graphic Designer,0,5,No,1,10/8/2025
ALU0570,Alex,Fischer,john.mcgee@yahoo.com,Female,Ghana,Lopezmouth,Computer Science,2020,Self-Employed,IT Support Specialist,962.25,2,Yes,2,2/1/2025
ALU0571,Catherine,Pacheco,suzanne.harrington@company.com,Female,Canada,Chelseamouth,Engineering,2021,Self-Employed,Mechanical Engineer,0,6,Yes,5,2/28/2025
ALU0572,Jennifer,Sharp,rebecca.peters@yahoo.com,Male,Australia,Holdenside,Business,2020,Student,HR Coordinator,0,10,Yes,5,9/4/2025
ALU0573,Joshua,Patel,karen.quinn@company.com,Male,United States,South Roberthaven,Engineering,2024,Self-Employed,Mechanical Engineer,3738.29,7,Yes,3,11/19/2023
ALU0574,Phillip,Gardner,cesar.neal@company.com,Male,United States,South Stephanieland,Engineering,2025,Employed,Civil Engineer,2792.24,8,Yes,2,5/21/2025
ALU0575,Anna,Webb,charles.hines@yahoo.com,Male,United States,Port Brian,Business,2021,Self-Employed,Business Analyst,1119.79,6,Yes,5,2/22/2024
ALU0576,Ronald,Owens,david.johnson@yahoo.com,Female,Ghana,South Rachel,Engineering,2022,Unemployed,Mechanical Engineer,0,1,Yes,3,8/23/2024
ALU0577,Emily,Brewer,larry.rivas@gmail.com,Male,Ghana,Cabreraland,Business,2023,Employed,HR Coordinator,0,10,Yes,3,3/7/2024
ALU0578,Omar,Santos,katherine.marshall@gmail.com,Female,Ghana,East Jennifertown,Arts,2024,Employed,Multimedia Specialist,0,4,No,2,4/18/2024
ALU0579,Frank,Smith,melissa.johnson@outlook.com,Female,Canada,Robertton,Computer Science,2024,Self-Employed,Data Analyst,4166.4,5,Yes,3,2/9/2025
ALU0580,Taylor,Long,amanda.wolf@gmail.com,Female,Canada,Georgeshire,Nursing,2021,Student,Clinical Assistant,3536.15,0,No,3,2/7/2025
ALU0581,Sherri,Mercer,nathaniel.wheeler@gmail.com,Male,Ghana,Grahamport,Education,2024,Employed,Teacher,0,9,Yes,3,9/10/2025
